mean_fit_time,mean_score_time,mean_test_score,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,rank_test_score,split0_test_score,split1_test_score,std_fit_time,std_score_time,std_test_score
175.93626177310944,0.4872610569000244,0.8444942622220056,relu,0.05,"(39, 161, 15)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 15), 'alpha': 0.05}",17,0.8456083390293917,0.8433801854146196,35.263601183891296,0.007069826126098633,0.0011140768073860663
386.6307176351547,4.126321315765381,0.8445797222606145,relu,0.05,"(39, 161, 200)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 200), 'alpha': 0.05}",16,0.844882091592618,0.8442773529286111,111.10823380947113,1.4199273586273193,0.0003023693320034493
198.59624576568604,0.8742693662643433,0.8462030915835361,relu,0.05,"(39, 161, 40)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 40), 'alpha': 0.05}",15,0.8484706083390294,0.8439355748280429,52.56864809989929,0.35738885402679443,0.0022675167554932485
239.77239000797272,0.6259806156158447,0.846416604340249,relu,0.05,"(39, 161, 7)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 7), 'alpha': 0.05}",14,0.8530844155844156,0.8397487930960824,18.855345368385315,0.012581586837768555,0.006667811244166599
235.6941591501236,0.9231829643249512,0.847057563299106,relu,0.05,"(39, 161, 13)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 13), 'alpha': 0.05}",13,0.8472317156527683,0.8468834109454436,40.62792146205902,0.12322545051574707,0.00017415235366236015
213.9173092842102,0.7636680603027344,0.8472284505242763,relu,0.05,"(39, 161, 25)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 25), 'alpha': 0.05}",12,0.8473171565276828,0.8471397445208698,75.98811054229736,0.45551538467407227,8.870600340649126e-05
160.48594188690186,0.628679633140564,0.8474206131003861,relu,0.05,"(39, 161, 5)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 5), 'alpha': 0.05}",11,0.8514183185235816,0.8434229076771906,32.39656090736389,0.4380444288253784,0.003997705423195497
226.7866725921631,0.7246427536010742,0.8475061534439998,relu,0.05,"(39, 161, 3)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 3), 'alpha': 0.05}",10,0.8469326725905674,0.8480796342974324,3.8700613975524902,0.011662721633911133,0.0005734808534325064
135.54122614860535,0.406954288482666,0.8476557461545364,relu,0.05,"(39, 161, 4)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 4), 'alpha': 0.05}",9,0.8438995215311005,0.8514119707779724,21.185921669006348,0.04430079460144043,0.003756224623435944
158.46136391162872,0.4933125972747803,0.8479974220487349,relu,0.05,"(39, 161, 8)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 8), 'alpha': 0.05}",8,0.8486842105263158,0.8473106335711539,1.5690304040908813,0.08391380310058594,0.0006867884775809685
202.5314154624939,0.4610004425048828,0.8493217848117305,relu,0.05,"(39, 161, 9)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 9), 'alpha': 0.05}",7,0.8499658236500341,0.8486777459734267,0.7269508838653564,0.22118687629699707,0.0006440388383037177
215.83737921714783,0.709251880645752,0.849620766732621,relu,0.05,"(39, 161, 18)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 18), 'alpha': 0.05}",6,0.8534261790840738,0.8458153543811681,6.250712633132935,0.10418200492858887,0.003805412351452875
187.93913352489471,0.49172818660736084,0.8497062194707747,relu,0.05,"(39, 161, 20)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 20), 'alpha': 0.05}",5,0.8530416951469583,0.8463707437945913,79.12097251415253,0.3472083806991577,0.0033354756761834747
132.73957669734955,0.4423576593399048,0.8499198271334025,relu,0.05,"(39, 161, 19)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 19), 'alpha': 0.05}",4,0.8532125768967874,0.8466270773700175,26.052688479423523,0.21146762371063232,0.00329274976338495
183.07207071781158,0.7054345607757568,0.8512655492025698,relu,0.05,"(39, 161, 150)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 150), 'alpha': 0.05}",3,0.8545796308954203,0.8479514675097193,18.455124735832214,0.43335676193237305,0.0033140816928505235
192.8956891298294,0.781654953956604,0.8526540583258462,relu,0.05,"(39, 161, 2)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 2), 'alpha': 0.05}",2,0.8529135338345865,0.852394582817106,8.902621150016785,0.10050332546234131,0.0002594755087402256
196.85725235939026,0.8203668594360352,0.854277498828204,relu,0.05,"(39, 161, 6)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 6), 'alpha': 0.05}",1,0.8531698564593302,0.8553851411970778,20.603752374649048,0.24362397193908691,0.0011076423688737846
