mean_fit_time,mean_score_time,mean_test_score,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,rank_test_score,split0_test_score,split1_test_score,std_fit_time,std_score_time,std_test_score
324.8349405527115,1.2255619764328003,0.8348819858455274,relu,0.05,"(39, 161, 35)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 35), 'alpha': 0.05}",27,0.8347146274777854,0.8350493442132695,14.110028386116028,0.1791445016860962,0.00016735836774206536
173.0231658220291,0.43609726428985596,0.8389829744556204,relu,0.05,"(39, 161, 11)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 11), 'alpha': 0.05}",26,0.8510338345864662,0.8269321143247746,43.94016230106354,0.2055426836013794,0.012050860130845775
534.9013611078262,2.481479525566101,0.839025893830476,relu,0.05,"(39, 161, 100)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 100), 'alpha': 0.05}",25,0.8418062200956937,0.8362455675652583,155.32023632526398,0.022190451622009277,0.0027803262652177363
194.95525777339935,0.694563627243042,0.8402648294069102,relu,0.05,"(39, 161, 30)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 30), 'alpha': 0.05}",24,0.8422761449077238,0.8382535139060965,61.11362707614899,0.3172152042388916,0.002011315500813682
207.2758777141571,0.5740939378738403,0.8408630186502388,relu,0.05,"(39, 161, 14)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 14), 'alpha': 0.05}",23,0.8386449077238551,0.8430811295766224,47.96201944351196,0.15744483470916748,0.002218110926383632
345.65527844429016,1.3671469688415527,0.8414609432520741,relu,0.05,"(39, 161, 50)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 50), 'alpha': 0.05}",22,0.8474025974025974,0.8355192891015508,113.05497431755066,0.380199670791626,0.005941654150523279
162.29851925373077,0.4430532455444336,0.8416318834055432,relu,0.05,"(39, 161, 10)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 10), 'alpha': 0.05}",21,0.8450102529049898,0.8382535139060965,19.96687662601471,0.051061153411865234,0.003378369499446643
278.85267972946167,1.1274741888046265,0.8425292407313643,relu,0.05,"(39, 161, 17)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 17), 'alpha': 0.05}",20,0.8361244019138756,0.8489340795488529,57.911280393600464,0.2015477418899536,0.006404838817488656
278.3354790210724,0.822393536567688,0.8434903693565914,relu,0.05,"(39, 161, 16)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 16), 'alpha': 0.05}",19,0.8418489405331511,0.8451317981800316,30.74589228630066,0.21350371837615967,0.0016414288234402608
241.2778036594391,0.834458589553833,0.8444728162229309,relu,0.05,"(39, 161, 12)",constant,adam,"{'activation': 'relu', 'learning_rate': 'constant', 'solver': 'adam', 'hidden_layer_sizes': (39, 161, 12), 'alpha': 0.05}",18,0.8495813397129187,0.8393642927329431,6.039097785949707,0.23079681396484375,0.005108523489987804
